row,col,x,y,elevation,slope,aspect,curvature,twi,lithology,target
721,246,613365.0,3026475.0,2599,38.35744,283.08505,-0.0055555557,7.729517,1,0
599,877,632295.0,3030135.0,1514,31.699272,232.12502,0.0016666667,9.0760765,2,1
1121,1146,640365.0,3014475.0,1162,34.870445,3.084816,0.0052777776,10.208113,2,0
437,329,615855.0,3034995.0,2654,39.038822,230.4206,-0.0011111111,8.957908,1,1
55,247,613395.0,3046455.0,4752,35.91601,307.9906,0.0033333334,8.22355,1,0
953,1348,646425.0,3019515.0,1949,15.359426,337.71442,-0.0030555555,8.094528,1,0
24,1402,648045.0,3047385.0,1420,60.155273,200.4278,0.006666667,8.444045,1,1
638,942,634245.0,3028965.0,1387,26.969057,253.34569,0.0027777778,11.115592,2,0
869,2244,673305.0,3022035.0,3130,58.007183,181.78992,-0.010833333,8.123663,3,1
141,472,620145.0,3043875.0,5008,20.250652,288.43494,0.0033333334,11.91041,1,0
474,2190,671685.0,3033885.0,3497,19.193518,11.040939,0.0016666667,10.342538,1,0
443,330,615885.0,3034815.0,2580,48.180588,229.8389,-0.0025,8.482903,1,1
42,1404,648105.0,3046845.0,926,40.195118,194.85861,-0.00083333335,10.684481,1,1
405,643,625275.0,3035955.0,2567,34.561,124.65132,0.0019444445,13.0070095,1,1
1267,1393,647775.0,3010095.0,572,50.157005,306.23242,-0.009166666,7.3145485,2,1
740,648,625425.0,3025905.0,1658,20.29804,157.47943,-0.0019444445,7.7969923,1,0
759,681,626415.0,3025335.0,1529,28.750978,249.08745,0.005,9.012143,1,1
882,803,630075.0,3021645.0,887,59.51654,137.58452,-0.0022222223,7.371094,1,1
1152,1234,643005.0,3013545.0,754,21.579008,131.5834,0.011944445,11.418868,2,1
30,1402,648045.0,3047205.0,1219,45.265106,198.28535,-0.0011111111,9.501191,1,1
592,857,631695.0,3030345.0,1495,39.044743,184.71475,-0.0055555557,8.398081,2,1
950,2245,673335.0,3019605.0,1984,36.2406,159.7108,-0.0022222223,7.8061814,1,1
1200,1419,648555.0,3012105.0,840,39.15311,307.51495,0.0075,8.799681,2,0
1143,1120,639585.0,3013815.0,1580,21.568129,18.434952,-0.007777778,7.7305436,2,0
239,1996,665865.0,3040935.0,3100,24.664762,306.14203,0.0027777778,9.5265665,1,0
262,281,614415.0,3040245.0,4011,8.735691,139.39871,-0.0013888889,9.368561,1,0
1242,176,611265.0,3010845.0,2689,15.913103,63.06047,0.004166667,9.849052,1,0
1038,263,613875.0,3016965.0,1552,34.843517,88.28507,-0.006111111,8.550886,1,0
873,1848,661425.0,3021915.0,1535,16.168741,352.5686,-0.00083333335,9.9864025,1,0
900,2155,670635.0,3021105.0,1616,31.24058,84.87683,0.029444445,8.688591,3,1
62,751,628515.0,3046245.0,4409,29.857246,80.811165,-0.006666667,9.6600485,1,0
378,1371,647115.0,3036765.0,1720,53.641438,153.19916,-1.7347235e-18,7.8823647,1,1
968,1778,659325.0,3019065.0,1116,25.515007,315.0,-0.0075,8.235158,1,0
1241,994,635805.0,3010875.0,1458,43.28702,166.70143,0.008888889,8.808135,1,1
904,879,632355.0,3020985.0,1509,35.74668,200.32314,-0.008888889,7.131164,1,1
